employee_id,first_name,last_name,email,hire_date,job_title,department,salary,manager_id,address,city,state,zip_code,birth_date,status,rejection_reason,rejected_at
734,Christopher,WILKINSON,christopher.wilkinson@analytics,2021-01-28,Chartered certified accountant,N/A,90000,3049,N/A,BECKFORT,SC,88477,1966-11-28,Active,INVALID_EMAIL,2026-02-18 16:09:27.882563
737,jessica,Wilson,jessica.wilson@company,2022-01-13,"Editor, magazine features",IT,225000,3032,N/A,EAST DUANELAND,MA,64614,1976-08-10,Active,INVALID_EMAIL,2026-02-18 16:09:27.882563
740,jessica,TURNER,jessica.turner@company.,2019-12-10,Nature conservation officer,HR,62100,,HR,LAKE BARBARA,SC,77194,1977-11-05,Active,"INVALID_EMAIL, INVALID_MANAGER_ID",2026-02-18 16:09:27.882563
742,David,SMITH,david.smith@company.com,2019-10-28,Tree surgeon,HR,90000,,HR,EAST REBECCA,IN,32597,1982-09-24,Active,INVALID_MANAGER_ID,2026-02-18 16:09:27.882563
743,Kimberly,novak,kimberly.novak@enterprise.com,2026-06-26,Amenity horticulturist,ANALYTICS,,5064,ANALYTICS,NEW LUIS,ND,30874,1982-10-31,Active,"INVALID_SALARY, FUTURE_HIRE_DATE",2026-02-18 16:09:27.882563
744,Jacqueline,parker,jacqueline.parker@company.com,2023-07-01,Chief of Staff,ANALYTICS,85000,9038,ANALYTICS,LONGPORT,WI,26535,1974-05-30,Active,DUPLICATE_EMPLOYEE_ID,2026-02-18 16:09:27.882563
744,Frank,WALL,frank.wall@corp.com,2021-04-11,Marketing executive,N/A,75000,5094,N/A,SOUTH JAMES,TN,41294,1996-09-07,Active,DUPLICATE_EMPLOYEE_ID,2026-02-18 16:09:27.882563
745,KENDRA,potter,kendra.potter@analytics.com,2020-12-16,Armed forces logistics/support/administrative officer,SALES,62100,,SALES,N/A,LA,96160,1993-03-14,Active,INVALID_MANAGER_ID,2026-02-18 16:09:27.882563
746,Jesse,morgan,jesse.morgan@company.,2023-09-25,"Engineer, broadcasting (operations)",ANALYTICS,105000,3049,ANALYTICS,WEST KIMBERLYSHIRE,WY,05066,1974-12-03,Active,INVALID_EMAIL,2026-02-18 16:09:27.882563
747,melissa,VAUGHN,melissa.vaughn@corp.com,2026-07-14,"Administrator, charities/voluntary organisations",N/A,105000,9057,N/A,SALASLAND,FM,24202,1992-02-16,Active,FUTURE_HIRE_DATE,2026-02-18 16:09:27.882563
751,robert,roberts,robert.roberts@company.com,2021-04-01,Community arts worker,N/A,65000,,N/A,N/A,OK,75019,1988-10-01,Active,INVALID_MANAGER_ID,2026-02-18 16:09:27.882563
753,Andrew,WILSON,andrew.wilson@tech.com,2020-04-03,Fisheries officer,ANALYTICS,85000,,ANALYTICS,EAST JAMESVIEW,VI,73099,1991-06-26,Active,INVALID_MANAGER_ID,2026-02-18 16:09:27.882563
759,Megan,DRAKE,megan.drake@enterprise.com,2024-12-20,Operational investment banker,MARKETING,,3088,MARKETING,MATHEWSBURY,WY,34629,1995-09-04,Active,INVALID_SALARY,2026-02-18 16:09:27.882563
760,connor,LEWIS,CONNOR.LEWIS@ENTERPRISE.COM,2027-11-01,"Psychotherapist, dance movement",HR,75000,5056,HR,CAROLYNPORT,MD,67797,1995-09-26,Active,FUTURE_HIRE_DATE,2026-02-18 16:09:27.882563
762,rachel,HAHN,rachel.hahn@analytics.com,2026-05-05,Translator,IT,45000,3116,IT,HARRISBURY,CO,71799,1987-07-04,Active,FUTURE_HIRE_DATE,2026-02-18 16:09:27.882563
765,KEVIN,Myers,kevin.myers@corp.com,2027-01-07,General practice doctor,N/A,55000,2012,N/A,N/A,NY,71110,2003-09-24,Active,FUTURE_HIRE_DATE,2026-02-18 16:09:27.882563
769,emma,schneider,EMMA.SCHNEIDER@CORP.COM,2024-11-03,Local government officer,SALES,,3045,SALES,HUGHESMOUTH,MH,26246,1986-09-20,Active,INVALID_SALARY,2026-02-18 16:09:27.882563
771,Kellie,Smith,KELLIE.SMITH@TECH.COM,2021-10-04,Mining engineer,IT,65000,,IT,NORTH RYANBURY,GU,14645,1999-04-21,Active,INVALID_MANAGER_ID,2026-02-18 16:09:27.882563
773,alicia,jordan,alicia.jordan@analytics,2026-10-30,Systems analyst,N/A,85000,9024,N/A,LAKE JOSHUA,HI,53528,2003-05-04,Active,"INVALID_EMAIL, FUTURE_HIRE_DATE",2026-02-18 16:09:27.882563
777,carla,HOWARD,carla.howard@tech.com,2021-05-03,"Teacher, primary school",IT,85000,,IT,N/A,FL,85902,1967-01-14,Active,INVALID_MANAGER_ID,2026-02-18 16:09:27.882563
778,Randy,Conner,randy.conner@tech.com,2021-03-05,"Librarian, academic",SALES,65000,,SALES,PORT RACHELBOROUGH,CA,72259,1986-05-16,Active,INVALID_MANAGER_ID,2026-02-18 16:09:27.882563
779,Susan,Perry,susan.perry@company,2024-05-29,Wellsite geologist,HR,45000,,HR,SMITHTOWN,CT,94794,1967-05-31,Active,"INVALID_EMAIL, INVALID_MANAGER_ID",2026-02-18 16:09:27.882563
781,NICHOLE,tucker,nichole.tucker@enterprise.com,2023-01-03,Armed forces technical officer,ANALYTICS,105000,,ANALYTICS,N/A,KS,54066,2002-12-24,Active,INVALID_MANAGER_ID,2026-02-18 16:09:27.882563
782,Miranda,Black,miranda.black@analytics.com,2024-10-24,Corporate investment banker,HR,55000,,HR,N/A,AL,10226,1995-06-17,Active,INVALID_MANAGER_ID,2026-02-18 16:09:27.882563
783,MARGARET,Ellis,margaret.ellis@tech.com,2028-01-24,"Therapist, music",HR,,5100,HR,VALERIEMOUTH,VI,96731,1969-06-22,Active,"INVALID_SALARY, FUTURE_HIRE_DATE",2026-02-18 16:09:27.882563
786,ian,brown,ian.brown@corp,2021-09-16,Medical sales representative,N/A,225000,2068,N/A,MARCFORT,IA,91096,1991-02-07,Active,INVALID_EMAIL,2026-02-18 16:09:27.882563
791,aimee,francis,aimee.francis@corp,2020-06-14,Waste management officer,N/A,74000,2073,N/A,JOYCESIDE,ID,13195,1985-02-26,Active,INVALID_EMAIL,2026-02-18 16:09:27.882563
792,Jaime,Gomez,jaime.gomez@analytics.com,2020-07-07,Waste management officer,ANALYTICS,,5060,ANALYTICS,REGINAPORT,MN,01100,1998-12-08,Active,INVALID_SALARY,2026-02-18 16:09:27.882563
795,scott,Cruz,SCOTT.CRUZ@COMPANY.COM,2024-02-09,Teaching laboratory technician,ANALYTICS,75000,,ANALYTICS,LAKE CARL,MS,86959,1986-09-20,Active,INVALID_MANAGER_ID,2026-02-18 16:09:27.882563
796,Erica,DAVIS,ERICA.DAVIS@COMPANY.COM,2020-04-27,Public relations account executive,IT,75000,,IT,WEST NICOLESTAD,MS,66288,1993-01-02,Active,INVALID_MANAGER_ID,2026-02-18 16:09:27.882563
797,Michael,PRICE,michael.price@company.com,2020-09-25,Ranger/warden,HR,,9003,HR,SOUTH KIMBERLYBERG,GA,25204,1994-12-31,Active,INVALID_SALARY,2026-02-18 16:09:27.882563
801,Mary,ANDERSON,mary.anderson@tech.com,2023-05-07,"Designer, multimedia",IT,,2004,IT,WILLISTOWN,CA,90770,1982-12-23,Active,INVALID_SALARY,2026-02-18 16:09:27.882563
804,JAMES,SMITH,james.smith@company.com,2027-01-29,"Designer, blown glass/stained glass",MARKETING,74000,2006,MARKETING,LAKE DAVID,MN,52517,1987-01-28,Active,FUTURE_HIRE_DATE,2026-02-18 16:09:27.882563
807,andrew,kelley,andrew.kelley@tech.,2021-09-30,Chief Strategy Officer,ANALYTICS,225000,,ANALYTICS,N/A,PW,87767,2002-09-28,Active,"INVALID_EMAIL, INVALID_MANAGER_ID",2026-02-18 16:09:27.882563
814,Jonathan,howell,jonathan.howell@company,2021-11-03,Furniture designer,MARKETING,95000,9034,MARKETING,PORT JOSHUA,AK,58233,1994-08-29,Active,INVALID_EMAIL,2026-02-18 16:09:27.882563
816,RONNIE,RICE,ronnie.rice@enterprise.com,2026-08-14,Television camera operator,SALES,74000,3026,N/A,ANNACHESTER,MT,24240,1977-10-05,Active,FUTURE_HIRE_DATE,2026-02-18 16:09:27.882563
818,jessica,WILKERSON,jessica.wilkerson@company.com,2023-03-03,"Production assistant, radio",SALES,105000,,SALES,N/A,MA,43942,1980-06-02,Active,INVALID_MANAGER_ID,2026-02-18 16:09:27.882563
819,Roberto,kelley,roberto.kelley@company.com,2023-03-01,Quantity surveyor,MARKETING,,5036,MARKETING,NORTH JONATHANHAVEN,MI,14456,1984-01-28,Active,INVALID_SALARY,2026-02-18 16:09:27.882563
821,JULIE,Watkins,julie.watkins@company.com,2026-11-26,Legal secretary,IT,45000,,IT,PORT LATOYA,MN,89244,1968-10-27,Active,"INVALID_MANAGER_ID, FUTURE_HIRE_DATE",2026-02-18 16:09:27.882563
823,KENT,flores,kent.flores@enterprise.com,2026-09-18,Wellsite geologist,SALES,75000,2094,SALES,N/A,WY,09002,2000-09-04,Active,FUTURE_HIRE_DATE,2026-02-18 16:09:27.882563
824,RICKY,REYES,ricky.reyes@tech.,2027-12-24,Sports development officer,SALES,62100,,SALES,MICHAELBOROUGH,MD,01712,1982-02-18,Active,"INVALID_EMAIL, INVALID_MANAGER_ID, FUTURE_HIRE_DATE",2026-02-18 16:09:27.882563
825,Peter,Duke,peter.duke@enterprise.com,2022-04-16,"Producer, radio",IT,55000,,IT,N/A,VA,65702,1966-05-15,Active,INVALID_MANAGER_ID,2026-02-18 16:09:27.882563
826,Julia,Wiggins,JULIA.WIGGINS@ANALYTICS.COM,2021-08-15,Chief Strategy Officer,IT,62100,,IT,EAST DEBORAH,NH,40491,1996-08-02,Active,INVALID_MANAGER_ID,2026-02-18 16:09:27.882563
828,BRIAN,white,brian.white@tech.com,2021-05-30,Hotel manager,SALES,105000,,SALES,N/A,WY,46267,2004-03-06,Active,INVALID_MANAGER_ID,2026-02-18 16:09:27.882563
829,Christopher,LYONS,christopher.lyons@corp.com,2020-04-02,"Scientist, research (medical)",ANALYTICS,95000,,ANALYTICS,WEST BRIANA,PA,79928,1980-12-13,Active,INVALID_MANAGER_ID,2026-02-18 16:09:27.882563
832,steven,schaefer,STEVEN.SCHAEFER@ANALYTICS.COM,2020-09-13,"Runner, broadcasting/film/video",HR,225000,,HR,SOUTH EDWARD,CT,71037,1975-04-20,Active,INVALID_MANAGER_ID,2026-02-18 16:09:27.882563
833,Meghan,morris,meghan.morris@enterprise.com,2019-09-17,Advice worker,IT,62100,,IT,BRYANLAND,MT,81052,1999-07-24,Active,INVALID_MANAGER_ID,2026-02-18 16:09:27.882563
841,raymond,Stephens,raymond.stephens@analytics.com,2027-12-25,"Engineer, manufacturing systems",MARKETING,55000,3063,N/A,PORT MICHAEL,MH,66470,1976-04-18,Active,FUTURE_HIRE_DATE,2026-02-18 16:09:27.882563
844,richard,WILLIAMS,RICHARD.WILLIAMS@CORP.COM,2021-04-25,Radiation protection practitioner,SALES,65000,,SALES,NEW JULIA,AR,03711,1977-11-19,Active,INVALID_MANAGER_ID,2026-02-18 16:09:27.882563
845,bryan,flores,bryan.flores@company,2022-04-16,Estate agent,N/A,62100,,N/A,GABRIELLEPORT,NJ,39013,1989-09-06,Active,"INVALID_EMAIL, INVALID_MANAGER_ID",2026-02-18 16:09:27.882563
852,LAURA,farley,laura.farley@enterprise.com,2023-02-03,Advertising art director,MARKETING,65000,,MARKETING,KRISTIHAVEN,WY,13531,1999-04-23,Active,INVALID_MANAGER_ID,2026-02-18 16:09:27.882563
854,CATHERINE,Becker,catherine.becker@company.,2020-07-14,"Engineer, manufacturing",ANALYTICS,65000,3024,N/A,WEST SHERRISIDE,MT,13150,2003-02-26,Active,INVALID_EMAIL,2026-02-18 16:09:27.882563
855,Michael,Salinas,michael.salinas@analytics.com,2026-11-11,"Engineer, petroleum",ANALYTICS,74000,9068,N/A,NEW LAURAMOUTH,WV,63482,1985-12-26,Active,FUTURE_HIRE_DATE,2026-02-18 16:09:27.882563
859,TARA,Rodgers,tara.rodgers@enterprise.com,2019-06-21,Armed forces operational officer,IT,74000,,N/A,MARCTON,PR,37645,1967-05-31,Active,INVALID_MANAGER_ID,2026-02-18 16:09:27.882563
863,james,meza,james.meza@analytics.com,2020-05-03,Airline pilot,HR,65000,,N/A,PORT WANDA,KS,77668,1996-06-15,Active,INVALID_MANAGER_ID,2026-02-18 16:09:27.882563
865,Steven,SMITH,steven.smith@analytics.com,2024-05-01,Personal assistant,SALES,62100,,N/A,PORT JESSICABERG,MT,77796,1970-12-11,Active,INVALID_MANAGER_ID,2026-02-18 16:09:27.882563
867,Douglas,jones,douglas.jones@tech.,2023-12-17,Trade union research officer,ANALYTICS,,2028,ANALYTICS,NELSONTON,ME,31759,1970-06-25,Active,"INVALID_EMAIL, INVALID_SALARY",2026-02-18 16:09:27.882563
870,michelle,elliott,michelle.elliott@corp.com,2019-04-15,Communications engineer,HR,45000,,N/A,NORTH REBECCAVILLE,TN,06320,1971-02-02,Active,INVALID_MANAGER_ID,2026-02-18 16:09:27.882563
880,brooke,KLEIN,brooke.klein@analytics.com,2021-03-29,Administrator,HR,55000,,HR,BRIANSTAD,MS,74786,1989-05-04,Active,INVALID_MANAGER_ID,2026-02-18 16:09:27.882563
882,Steve,delgado,steve.delgado@company.com,2024-03-21,Dealer,SALES,75000,,SALES,NEW MARIESHIRE,MD,48403,1976-05-12,Active,INVALID_MANAGER_ID,2026-02-18 16:09:27.882563
886,Dylan,Turner,dylan.turner@company.com,2020-02-21,Merchant navy officer,N/A,95000,,N/A,EAST ELIZABETHVIEW,GA,56252,1968-04-03,Active,INVALID_MANAGER_ID,2026-02-18 16:09:27.882563
888,LAURIE,Riddle,laurie.riddle@analytics.com,2023-12-18,Professor Emeritus,HR,45000,,HR,PORT AMYMOUTH,VA,87729,1979-03-13,Active,INVALID_MANAGER_ID,2026-02-18 16:09:27.882563
892,Benjamin,pruitt,benjamin.pruitt@corp.com,2022-02-18,"Therapist, horticultural",ANALYTICS,85000,,N/A,SHERRYBURGH,WI,52767,1973-08-06,Active,INVALID_MANAGER_ID,2026-02-18 16:09:27.882563
894,allen,Skinner,ALLEN.SKINNER@TECH.COM,2024-03-31,Transport planner,N/A,85000,,N/A,NEW JONATHAN,VI,09787,1988-06-14,Active,INVALID_MANAGER_ID,2026-02-18 16:09:27.882563
899,Michele,lamb,michele.lamb@analytics.com,2019-05-15,Herbalist,SALES,,3045,SALES,TIMOTHYPORT,FL,33555,2001-04-11,Active,INVALID_SALARY,2026-02-18 16:09:27.882563
900,sandra,smith,sandra.smith@corp.com,2027-11-21,"Exhibitions officer, museum/gallery",SALES,85000,,SALES,RHODESSHIRE,CA,34635,1987-09-16,Active,"INVALID_MANAGER_ID, FUTURE_HIRE_DATE",2026-02-18 16:09:27.882563
901,jessica,Bishop,jessica.bishop@tech.com,2023-12-23,Advice worker,ANALYTICS,95000,,N/A,NORTH JOHN,HI,17646,1965-12-14,Active,INVALID_MANAGER_ID,2026-02-18 16:09:27.882563
902,kelly,floyd,kelly.floyd@company.,2024-12-30,Commissioning editor,N/A,90000,2070,N/A,BROWNCHESTER,MS,74943,1974-02-28,Active,INVALID_EMAIL,2026-02-18 16:09:27.882563
904,Mark,Boyle,mark.boyle@tech.,2024-05-31,Gaffer,N/A,45000,2059,N/A,SOUTH JILLIAN,AZ,84849,1982-01-16,Active,INVALID_EMAIL,2026-02-18 16:09:27.882563
905,Matthew,patton,matthew.patton@corp.com,2021-06-12,Airline pilot,SALES,75000,,N/A,LAKE MARIAHHAVEN,OK,31991,1965-06-23,Active,INVALID_MANAGER_ID,2026-02-18 16:09:27.882563
906,JOSHUA,Jones,joshua.jones@enterprise.com,2020-04-03,Toxicologist,IT,,5000,IT,N/A,IL,44722,2004-06-30,Active,INVALID_SALARY,2026-02-18 16:09:27.882563
907,William,KELLY,WILLIAM.KELLY@ENTERPRISE.COM,2022-02-09,Media buyer,MARKETING,90000,,MARKETING,JOYBURY,MH,02388,1992-03-19,Active,INVALID_MANAGER_ID,2026-02-18 16:09:27.882563
909,Phillip,Scott,phillip.scott@company.com,2024-07-03,Civil Service fast streamer,N/A,62100,,N/A,MAXWELLBOROUGH,FM,99561,1997-12-17,Active,INVALID_MANAGER_ID,2026-02-18 16:09:27.882563
913,April,DYER,april.dyer@analytics.com,2023-08-16,Horticultural therapist,IT,62100,,IT,WEST STEVENBURGH,NY,04404,1971-05-07,Active,INVALID_MANAGER_ID,2026-02-18 16:09:27.882563
916,LESLIE,saunders,LESLIE.SAUNDERS@ANALYTICS.COM,2020-11-27,Production manager,IT,62100,,IT,EAST JOHNLAND,TX,09798,1985-12-23,Active,INVALID_MANAGER_ID,2026-02-18 16:09:27.882563
925,Kaylee,rodgers,kaylee.rodgers@corp.com,2023-06-03,Broadcast journalist,ANALYTICS,85000,,ANALYTICS,SONYATON,CT,47077,1974-12-28,Active,INVALID_MANAGER_ID,2026-02-18 16:09:27.882563
926,LORI,FITZGERALD,lori.fitzgerald@enterprise.com,2021-01-09,Outdoor activities/education manager,ANALYTICS,,9098,ANALYTICS,LAKE KIMBERLY,PW,59977,1976-08-05,Active,INVALID_SALARY,2026-02-18 16:09:27.882563
929,Denise,BARAJAS,denise.barajas@analytics,2023-05-13,"Scientist, biomedical",IT,90000,5099,IT,MELINDAMOUTH,PR,70287,1971-05-09,Active,INVALID_EMAIL,2026-02-18 16:09:27.882563
931,JENNA,miller,jenna.miller@company.com,2022-08-25,"Scientist, forensic",MARKETING,90000,,MARKETING,ROBERTHAVEN,NV,81451,1978-12-08,Active,INVALID_MANAGER_ID,2026-02-18 16:09:27.882563
933,PATRICIA,JOHNSON,patricia.johnson@enterprise.com,2023-08-14,Diplomatic Services operational officer,HR,90000,,N/A,N/A,NV,40585,1969-06-17,Active,INVALID_MANAGER_ID,2026-02-18 16:09:27.882563
937,Jennifer,TAYLOR,jennifer.taylor@tech.,2024-04-30,Market researcher,IT,90000,5037,IT,N/A,VA,82026,1994-01-07,Active,INVALID_EMAIL,2026-02-18 16:09:27.882563
941,Jennifer,carroll,jennifer.carroll@tech.,2021-10-12,"Engineer, aeronautical",IT,74000,3100,IT,JOEPORT,VI,47082,1986-07-04,Active,INVALID_EMAIL,2026-02-18 16:09:27.882563
943,JEFFERY,JENKINS,JEFFERY.JENKINS@COMPANY.COM,2021-05-18,Advertising account executive,ANALYTICS,45000,,ANALYTICS,INGRAMTON,SC,50085,1984-02-17,Active,INVALID_MANAGER_ID,2026-02-18 16:09:27.882563
945,ROBERT,Thompson,robert.thompson@enterprise.com,2023-11-11,Photographer,ANALYTICS,,5090,ANALYTICS,NEW JENNIFER,MT,84286,1990-10-22,Active,INVALID_SALARY,2026-02-18 16:09:27.882563
949,ISAIAH,FLORES,isaiah.flores@tech.,2021-11-06,"Runner, broadcasting/film/video",N/A,,5052,N/A,LEROYFORT,MH,09510,1983-06-06,Active,"INVALID_EMAIL, INVALID_SALARY",2026-02-18 16:09:27.882563
950,Derrick,franklin,derrick.franklin@enterprise.com,2020-05-04,"Designer, fashion/clothing",ANALYTICS,,2050,ANALYTICS,LAURIEMOUTH,HI,75477,2000-04-08,Active,INVALID_SALARY,2026-02-18 16:09:27.882563
953,joshua,brown,JOSHUA.BROWN@TECH.COM,2023-10-29,Government social research officer,IT,95000,,IT,CHELSEABOROUGH,CT,96815,1969-01-25,Active,INVALID_MANAGER_ID,2026-02-18 16:09:27.882563
955,Jared,HARRIS,jared.harris@company,2023-03-04,English as a second language teacher,HR,65000,,HR,SOUTH JASON,MA,44583,1980-04-19,Active,"INVALID_EMAIL, INVALID_MANAGER_ID",2026-02-18 16:09:27.882563
956,megan,wilkins,megan.wilkins@analytics.com,2020-06-01,"Development worker, international aid",SALES,55000,,SALES,N/A,SC,44738,1997-10-04,Active,INVALID_MANAGER_ID,2026-02-18 16:09:27.882563
957,LINDA,CARR,linda.carr@corp,2023-03-15,Herpetologist,IT,75000,9092,N/A,VICTORIABURY,MT,75644,1983-02-04,Active,INVALID_EMAIL,2026-02-18 16:09:27.882563
966,gabriel,Jones,gabriel.jones@tech.com,2026-09-15,Multimedia specialist,N/A,90000,9039,N/A,FIGUEROATON,NE,69488,1987-10-07,Active,FUTURE_HIRE_DATE,2026-02-18 16:09:27.882563
972,Cassie,Kennedy,CASSIE.KENNEDY@ENTERPRISE.COM,2020-07-04,Physiotherapist,N/A,55000,,N/A,LAKE DAWN,AK,45332,2000-06-24,Active,INVALID_MANAGER_ID,2026-02-18 16:09:27.882563
973,jasmine,MANN,jasmine.mann@company.com,2021-03-30,Air broker,SALES,,,SALES,SANTOSBERG,IN,68176,1985-09-24,Active,"INVALID_MANAGER_ID, INVALID_SALARY",2026-02-18 16:09:27.882563
974,Sarah,BAUER,sarah.bauer@corp,2023-04-17,Health visitor,IT,62100,2058,N/A,ROGERSTOWN,MA,13100,1966-04-28,Active,INVALID_EMAIL,2026-02-18 16:09:27.882563
976,michael,smith,MICHAEL.SMITH@CORP.COM,2024-10-11,Location manager,HR,55000,,HR,LAKE JESSICA,OK,73698,1988-02-25,Active,INVALID_MANAGER_ID,2026-02-18 16:09:27.882563
978,whitney,Bell,whitney.bell@company,2024-01-30,"Scientist, water quality",ANALYTICS,74000,,ANALYTICS,EAST MICHAELLAND,OK,84555,1990-05-06,Active,"INVALID_EMAIL, INVALID_MANAGER_ID",2026-02-18 16:09:27.882563
984,DALE,munoz,dale.munoz@company,2020-12-19,Amenity horticulturist,IT,,5066,N/A,N/A,SC,42172,1980-03-27,Active,"INVALID_EMAIL, INVALID_SALARY",2026-02-18 16:09:27.882563
986,DONALD,Chapman,donald.chapman@tech.com,2023-11-19,Product/process development scientist,IT,45000,,N/A,NEW DONNAMOUTH,ID,71020,1983-09-17,Active,INVALID_MANAGER_ID,2026-02-18 16:09:27.882563
988,JILL,WATSON,jill.watson@company.com,2026-02-18,Communications engineer,ANALYTICS,55000,,ANALYTICS,ALEXANDERTOWN,UT,98750,1975-05-04,Active,INVALID_MANAGER_ID,2026-02-18 16:09:27.882563
992,LORI,WATTS,lori.watts@analytics.com,2020-11-12,Human resources officer,SALES,62100,,SALES,N/A,FM,69546,1969-08-17,Active,INVALID_MANAGER_ID,2026-02-18 16:09:27.882563
1001,Joanne,Ware,joanne.ware@company.,2024-06-29,Psychotherapist,ANALYTICS,,9053,ANALYTICS,WARDBURY,GA,47543,1993-07-01,Active,"INVALID_EMAIL, INVALID_SALARY",2026-02-18 16:09:27.882563
1002,Randall,Johnson,randall.johnson@corp.com,2027-04-29,Leisure centre manager,IT,75000,9051,IT,ALEXISTOWN,WV,43077,2000-01-07,Active,FUTURE_HIRE_DATE,2026-02-18 16:09:27.882563
1003,Shelby,Fisher,shelby.fisher@enterprise.com,2021-09-22,Brewing technologist,ANALYTICS,105000,,ANALYTICS,SOUTH SHAWNLAND,KY,22843,1998-11-27,Active,INVALID_MANAGER_ID,2026-02-18 16:09:27.882563
1006,samantha,ALVAREZ,samantha.alvarez@company,2023-02-21,"Civil engineer, consulting",HR,62100,2000,HR,WEST SHANNONMOUTH,PA,19010,1981-12-30,Active,INVALID_EMAIL,2026-02-18 16:09:27.882563
1014,valerie,Blackwell,valerie.blackwell@analytics.com,2025-12-07,Chiropodist,N/A,45000,,N/A,COWANVILLE,VA,34039,1972-07-19,Active,INVALID_MANAGER_ID,2026-02-18 16:09:27.882563
1019,Victoria,Cole,victoria.cole@company.com,2026-10-26,Community development worker,IT,85000,3035,IT,MURPHYMOUTH,CA,79299,2001-10-12,Active,FUTURE_HIRE_DATE,2026-02-18 16:09:27.882563
1020,CAITLIN,BARTON,caitlin.barton@company.,2020-01-11,"Surveyor, rural practice",SALES,105000,3030,N/A,JOHNMOUTH,PW,92914,2003-03-23,Active,INVALID_EMAIL,2026-02-18 16:09:27.882563
1022,steve,Hartman,STEVE.HARTMAN@COMPANY.COM,2024-09-29,Electronics engineer,N/A,90000,,N/A,N/A,VA,72394,1985-09-29,Active,INVALID_MANAGER_ID,2026-02-18 16:09:27.882563
1026,justin,ANDERSON,justin.anderson@company.com,2024-04-03,Location manager,IT,62100,,IT,N/A,PW,15863,1968-04-20,Active,INVALID_MANAGER_ID,2026-02-18 16:09:27.882563
1028,WESLEY,Mitchell,WESLEY.MITCHELL@ANALYTICS.COM,2023-02-06,Communications engineer,HR,85000,,HR,NORTH RYAN,MO,70801,1992-03-23,Active,INVALID_MANAGER_ID,2026-02-18 16:09:27.882563
1029,kyle,Peters,KYLE.PETERS@ANALYTICS.COM,2027-07-02,Licensed conveyancer,N/A,90000,5096,N/A,LAKE SETHLAND,PR,18201,1980-08-25,Active,FUTURE_HIRE_DATE,2026-02-18 16:09:27.882563
1030,chase,sullivan,chase.sullivan@tech.,2021-07-05,"Exhibitions officer, museum/gallery",SALES,85000,2067,SALES,SOUTH PAULTOWN,IA,40370,1988-11-18,Active,INVALID_EMAIL,2026-02-18 16:09:27.882563
1032,lindsey,Taylor,lindsey.taylor@analytics.com,2023-11-20,Research scientist (maths),IT,225000,,N/A,N/A,ID,82680,1966-04-21,Active,INVALID_MANAGER_ID,2026-02-18 16:09:27.882563
1033,chelsea,FIELDS,chelsea.fields@tech.com,2024-12-26,Radio broadcast assistant,SALES,62100,,N/A,WEST JULIE,IN,48854,1979-07-18,Active,INVALID_MANAGER_ID,2026-02-18 16:09:27.882563
1037,Kyle,GRANT,kyle.grant@analytics,2021-04-27,Applications developer,N/A,62100,3057,N/A,GARZABOROUGH,SC,64854,1976-03-28,Active,INVALID_EMAIL,2026-02-18 16:09:27.882563
1039,Deborah,Phillips,DEBORAH.PHILLIPS@CORP.COM,2023-11-05,Soil scientist,SALES,62100,,SALES,WEST LARRY,LA,86966,1969-06-02,Active,INVALID_MANAGER_ID,2026-02-18 16:09:27.882563
1042,Kevin,mccullough,kevin.mccullough@company.com,2021-03-10,"Surveyor, rural practice",MARKETING,62100,,MARKETING,WEST BLAKE,IA,32051,1985-08-18,Active,INVALID_MANAGER_ID,2026-02-18 16:09:27.882563
1049,DARYL,Miller,DARYL.MILLER@TECH.COM,2022-10-25,Cabin crew,MARKETING,74000,,MARKETING,N/A,PR,30956,1986-08-10,Active,INVALID_MANAGER_ID,2026-02-18 16:09:27.882563
1052,Thomas,Baker,thomas.baker@enterprise.com,2027-11-06,"Conservator, museum/gallery",SALES,95000,3138,SALES,N/A,SD,63531,1968-10-17,Active,FUTURE_HIRE_DATE,2026-02-18 16:09:27.882563
1054,Sandra,Nelson,sandra.nelson@enterprise.com,2023-02-25,"Investment banker, operational",MARKETING,85000,,MARKETING,NORTH SANDRASTAD,RI,15248,1982-07-07,Active,INVALID_MANAGER_ID,2026-02-18 16:09:27.882563
1056,Sherry,WILLIAMS,sherry.williams@company.com,2027-11-04,Chiropractor,ANALYTICS,55000,3077,ANALYTICS,NIXONBERG,MT,04775,1966-07-10,Active,FUTURE_HIRE_DATE,2026-02-18 16:09:27.882563
1057,Alexander,WALKER,ALEXANDER.WALKER@CORP.COM,2026-09-25,Patent examiner,N/A,,9025,N/A,SOUTH CONNIEBERG,AS,28096,1973-05-21,Active,"INVALID_SALARY, FUTURE_HIRE_DATE",2026-02-18 16:09:27.882563
1059,harry,parker,harry.parker@analytics.com,2027-03-06,Arts development officer,N/A,65000,9046,N/A,LAKE WILLIAM,HI,01837,1978-10-06,Active,FUTURE_HIRE_DATE,2026-02-18 16:09:27.882563
1063,Gwendolyn,velasquez,gwendolyn.velasquez@company.com,2020-11-15,Chief Strategy Officer,N/A,95000,,N/A,N/A,NY,22886,1970-08-12,Active,INVALID_MANAGER_ID,2026-02-18 16:09:27.882563
1064,MARY,SALAS,MARY.SALAS@ENTERPRISE.COM,2020-03-14,Agricultural consultant,IT,62100,,IT,SOUTH BRIANMOUTH,DC,66372,1974-02-18,Active,INVALID_MANAGER_ID,2026-02-18 16:09:27.882563
