employee_id,first_name,last_name,full_name,email,email_domain,hire_date,job_title,department,salary,salary_band,manager_id,address,city,state,zip_code,birth_date,age,tenure_years,status
615,Jessica,Melendez,Jessica Melendez,jessica.melendez@tech.com,tech.com,2025-01-05,Event organiser,N/A,45000,Junior,5090,N/A,LAKE AARON,TX,58679,1977-02-10,49,1.1,Active
616,Ian,Johnson,Ian Johnson,ian.johnson@analytics.com,analytics.com,2023-07-22,Field trials officer,IT,95000,Senior,9063,N/A,SHAUNVIEW,ME,58017,1993-06-26,32,2.6,Active
618,Robert,Ballard,Robert Ballard,robert.ballard@analytics.com,analytics.com,2021-05-25,Commissioning editor,IT,95000,Senior,2012,IT,N/A,MA,82109,1967-10-01,58,4.7,Active
620,Gary,Watson,Gary Watson,gary.watson@enterprise.com,enterprise.com,2023-08-31,Web designer,IT,74000,Mid,2050,IT,N/A,MO,44815,1989-01-07,37,2.5,Active
621,Sylvia,Duncan,Sylvia Duncan,sylvia.duncan@company.com,company.com,2019-05-27,TEFL teacher,SALES,90000,Senior,9010,SALES,WEST KELSEYBERG,WY,26172,1989-08-31,36,6.7,Active
622,Michelle,Sanders,Michelle Sanders,michelle.sanders@enterprise.com,enterprise.com,2020-08-27,Building surveyor,MARKETING,62100,Mid,2043,N/A,LAKE LAURA,PR,74910,1977-01-01,49,5.5,Active
624,Brian,Munoz,Brian Munoz,brian.munoz@tech.com,tech.com,2024-10-18,"Physicist, medical",SALES,225000,Senior,3077,N/A,NEW RANDY,ID,70874,1996-09-28,29,1.3,Active
627,Benjamin,Lopez,Benjamin Lopez,benjamin.lopez@corp.com,corp.com,2020-03-25,Arts administrator,N/A,105000,Senior,9059,N/A,SOUTH SHANNON,MH,72809,1982-01-19,44,5.9,Active
628,Christopher,Harris,Christopher Harris,christopher.harris@analytics.com,analytics.com,2024-12-24,Scientific laboratory technician,HR,105000,Senior,5052,HR,THOMASTON,NE,34845,1981-10-27,44,1.2,Active
629,Kathryn,Cooper,Kathryn Cooper,kathryn.cooper@company.com,company.com,2023-12-24,Communications engineer,IT,65000,Mid,9071,IT,MILLERPORT,CT,61026,1973-10-21,52,2.2,Active
630,Brett,Armstrong,Brett Armstrong,brett.armstrong@analytics.com,analytics.com,2022-01-08,Leisure centre manager,IT,65000,Mid,5065,N/A,NEW WESLEY,MI,03025,1991-02-22,35,4.1,Active
631,Alvin,Smith,Alvin Smith,alvin.smith@tech.com,tech.com,2023-09-13,"Designer, blown glass/stained glass",ANALYTICS,75000,Mid,5032,ANALYTICS,DAVIDTOWN,NJ,36201,1997-09-07,28,2.4,Active
632,Michael,Charles,Michael Charles,michael.charles@corp.com,corp.com,2020-11-01,Financial risk analyst,IT,75000,Mid,3105,N/A,LAKE SAMANTHA,MH,24512,1993-04-03,32,5.3,Active
634,Randy,Cole,Randy Cole,randy.cole@tech.com,tech.com,2023-04-23,"Psychologist, educational",MARKETING,62100,Mid,2027,MARKETING,RICHARDSONFORT,NM,22192,1968-02-12,58,2.8,Active
635,Roger,Torres,Roger Torres,roger.torres@tech.com,tech.com,2020-05-16,Printmaker,SALES,74000,Mid,3120,N/A,WIGGINSBURGH,CO,91354,1973-07-01,52,5.8,Active
636,Lisa,Henderson,Lisa Henderson,lisa.henderson@corp.com,corp.com,2020-09-19,Call centre manager,ANALYTICS,105000,Senior,9007,ANALYTICS,GREGORYHAVEN,MD,81441,1971-12-07,54,5.4,Active
640,William,Figueroa,William Figueroa,william.figueroa@enterprise.com,enterprise.com,2022-02-13,Arboriculturist,HR,85000,Senior,3040,HR,LAKE NICOLE,MT,29187,2003-07-17,22,4,Active
643,Christine,Herrera,Christine Herrera,christine.herrera@company.com,company.com,2025-05-17,Telecommunications researcher,MARKETING,75000,Mid,3105,MARKETING,OLSONMOUTH,NE,97523,1989-11-13,36,0.8,Active
644,Bobby,Carlson,Bobby Carlson,bobby.carlson@company.com,company.com,2021-04-01,Politician's assistant,HR,55000,Mid,2040,HR,CUMMINGSBOROUGH,PA,29449,1991-11-25,34,4.9,Active
645,Brittney,Cruz,Brittney Cruz,brittney.cruz@enterprise.com,enterprise.com,2022-07-17,Arboriculturist,ANALYTICS,62100,Mid,3026,N/A,ROBINSONBURGH,IN,45656,1985-07-24,40,3.6,Active
647,Christina,Goodwin,Christina Goodwin,christina.goodwin@analytics.com,analytics.com,2024-03-31,Environmental manager,IT,85000,Senior,3120,N/A,EAST RICHARD,VT,04520,1973-07-10,52,1.9,Active
648,Jennifer,Alvarez,Jennifer Alvarez,jennifer.alvarez@corp.com,corp.com,2022-05-14,Retail manager,MARKETING,74000,Mid,9038,MARKETING,NORTH RICHARDVIEW,NM,11848,1987-05-31,38,3.8,Active
649,Ronald,Hooper,Ronald Hooper,ronald.hooper@analytics.com,analytics.com,2020-02-09,"Therapist, horticultural",IT,225000,Senior,9049,IT,BAIRDMOUTH,GU,99602,1972-05-07,53,6,Active
650,Todd,Wagner,Todd Wagner,todd.wagner@company.com,company.com,2019-06-09,Mechanical engineer,ANALYTICS,225000,Senior,3118,ANALYTICS,BLAIRFORT,AS,95029,2001-11-10,24,6.7,Active
651,Maria,Blanchard,Maria Blanchard,maria.blanchard@tech.com,tech.com,2020-07-31,Petroleum engineer,N/A,45000,Junior,3051,N/A,BRANDONSTAD,WV,26721,1976-06-28,49,5.6,Active
653,Mary,Sherman,Mary Sherman,mary.sherman@analytics.com,analytics.com,2021-06-03,Risk manager,MARKETING,74000,Mid,5091,MARKETING,NEW SAMUELLAND,NY,75119,1977-05-11,48,4.7,Active
654,Mark,Navarro,Mark Navarro,mark.navarro@enterprise.com,enterprise.com,2025-02-14,"Teacher, music",ANALYTICS,45000,Junior,5036,N/A,KELLERBERG,CO,02321,1981-10-27,44,1,Active
657,Donald,Todd,Donald Todd,donald.todd@analytics.com,analytics.com,2024-01-23,English as a foreign language teacher,MARKETING,225000,Senior,2092,N/A,DUNCANMOUTH,CT,84431,1984-06-17,41,2.1,Active
659,Mark,Rhodes,Mark Rhodes,mark.rhodes@enterprise.com,enterprise.com,2021-09-01,Advertising art director,MARKETING,45000,Junior,5058,MARKETING,WEST CHRISTOPHER,AK,24681,1968-11-29,57,4.5,Active
660,Amanda,Scott,Amanda Scott,amanda.scott@corp.com,corp.com,2021-12-06,Dancer,N/A,74000,Mid,2074,N/A,MILLSPORT,AZ,83322,1995-07-29,30,4.2,Active
661,Patricia,Rose,Patricia Rose,patricia.rose@enterprise.com,enterprise.com,2021-06-19,Local government officer,IT,74000,Mid,9087,IT,WEST HUNTERSHIRE,MI,85972,1995-09-23,30,4.7,Active
662,Nicholas,Diaz,Nicholas Diaz,nicholas.diaz@corp.com,corp.com,2024-02-22,Market researcher,MARKETING,95000,Senior,3049,MARKETING,KATHRYNSTAD,VI,26475,1967-10-23,58,2,Active
664,Edward,Henry,Edward Henry,edward.henry@tech.com,tech.com,2024-12-14,Archaeologist,HR,65000,Mid,5047,HR,CHRISTOPHERMOUTH,NM,91198,1983-07-15,42,1.2,Active
665,Edwin,Munoz,Edwin Munoz,edwin.munoz@tech.com,tech.com,2024-12-29,Music tutor,MARKETING,62100,Mid,2076,MARKETING,PAULBOROUGH,OR,58424,1969-10-29,56,1.1,Active
666,Donald,Carlson,Donald Carlson,donald.carlson@tech.com,tech.com,2022-02-15,Manufacturing engineer,IT,90000,Senior,2060,IT,ESPARZASHIRE,PR,46253,1991-11-03,34,4,Active
667,Amber,Hood,Amber Hood,amber.hood@company.com,company.com,2024-11-18,Seismic interpreter,MARKETING,74000,Mid,9066,MARKETING,NEW ISABELBURY,MN,69162,1989-05-15,36,1.3,Active
668,Stephen,Garrison,Stephen Garrison,stephen.garrison@analytics.com,analytics.com,2024-04-23,Games developer,IT,45000,Junior,2036,IT,NEW SHARISHIRE,ND,05018,1978-06-06,47,1.8,Active
672,Jeffrey,Leonard,Jeffrey Leonard,jeffrey.leonard@tech.com,tech.com,2020-05-26,Ergonomist,MARKETING,85000,Senior,3042,MARKETING,N/A,MP,55491,1996-06-27,29,5.7,Active
673,Rachel,Mcconnell,Rachel Mcconnell,rachel.mcconnell@analytics.com,analytics.com,2020-08-21,Building control surveyor,HR,225000,Senior,5084,HR,BRIANVILLE,NC,03831,1967-11-23,58,5.5,Active
674,Justin,Dominguez,Justin Dominguez,justin.dominguez@enterprise.com,enterprise.com,2021-07-06,Medical secretary,IT,55000,Mid,3097,IT,NEW COLTONBERG,UT,15245,1983-05-15,42,4.6,Active
675,Jennifer,Duarte,Jennifer Duarte,jennifer.duarte@tech.com,tech.com,2021-10-10,Immigration officer,N/A,105000,Senior,3143,N/A,ANACHESTER,MA,50891,1966-03-06,59,4.4,Active
676,Dylan,Williams,Dylan Williams,dylan.williams@enterprise.com,enterprise.com,2019-03-29,Government social research officer,HR,55000,Mid,5017,HR,LAKE TODD,CA,23389,1975-06-23,50,6.9,Active
677,Isaac,Cordova,Isaac Cordova,isaac.cordova@enterprise.com,enterprise.com,2022-01-21,Art gallery manager,SALES,95000,Senior,5068,SALES,MORANSIDE,NM,21412,1969-11-22,56,4.1,Active
678,Chad,Murphy,Chad Murphy,chad.murphy@corp.com,corp.com,2024-09-06,Speech and language therapist,SALES,75000,Mid,9087,SALES,N/A,FL,85647,1988-06-12,37,1.5,Active
679,Kaitlyn,Lambert,Kaitlyn Lambert,kaitlyn.lambert@tech.com,tech.com,2021-08-30,Chartered management accountant,SALES,225000,Senior,5029,SALES,WILLIAMBERG,HI,01346,1973-08-09,52,4.5,Active
680,Kevin,Freeman,Kevin Freeman,kevin.freeman@tech.com,tech.com,2024-02-11,Hydrologist,ANALYTICS,65000,Mid,9070,ANALYTICS,KENTBURY,ID,91468,1980-12-13,45,2,Active
683,Laura,Chaney,Laura Chaney,laura.chaney@tech.com,tech.com,2023-08-23,"Scientist, audiological",IT,85000,Senior,2048,IT,N/A,IA,07731,1978-01-25,48,2.5,Active
685,Mark,Fritz,Mark Fritz,mark.fritz@analytics.com,analytics.com,2021-08-01,Production engineer,SALES,75000,Mid,9055,SALES,WHEELERFORT,SD,95059,1996-01-31,30,4.6,Active
686,Javier,Graham,Javier Graham,javier.graham@tech.com,tech.com,2022-01-02,English as a foreign language teacher,N/A,85000,Senior,9080,N/A,HALLHAVEN,MA,03775,1968-09-03,57,4.1,Active
687,Larry,Brown,Larry Brown,larry.brown@tech.com,tech.com,2023-10-08,Ambulance person,N/A,55000,Mid,2095,N/A,N/A,ND,48044,1995-09-26,30,2.4,Active
689,Ronnie,Sanders,Ronnie Sanders,ronnie.sanders@company.com,company.com,2021-08-25,"Editor, commissioning",HR,90000,Senior,3029,HR,N/A,CT,05066,1967-11-01,58,4.5,Active
694,Carlos,Harrell,Carlos Harrell,carlos.harrell@corp.com,corp.com,2020-05-16,Veterinary surgeon,IT,74000,Mid,3014,IT,RICHARDSVIEW,HI,60213,1992-06-25,33,5.8,Active
695,Kevin,Warner,Kevin Warner,kevin.warner@company.com,company.com,2021-01-03,"Designer, multimedia",MARKETING,75000,Mid,5037,N/A,WEST RICHARDPORT,IN,27097,1976-06-03,49,5.1,Active
696,Kari,Norton,Kari Norton,kari.norton@enterprise.com,enterprise.com,2021-08-16,"Civil engineer, contracting",HR,45000,Junior,3024,HR,JASONBOROUGH,FL,57369,1976-01-18,50,4.5,Active
697,Joe,Walsh,Joe Walsh,joe.walsh@corp.com,corp.com,2021-07-07,Theatre manager,IT,75000,Mid,5019,IT,CAMACHOLAND,VT,63678,1985-08-05,40,4.6,Active
699,Sarah,Bradford,Sarah Bradford,sarah.bradford@company.com,company.com,2019-02-28,Magazine features editor,IT,105000,Senior,5059,IT,PORT LISA,AK,87374,2003-02-17,23,7,Active
700,Michael,Castillo,Michael Castillo,michael.castillo@tech.com,tech.com,2024-01-11,Intelligence analyst,N/A,45000,Junior,2096,N/A,COLLINSSTAD,AL,78312,1977-03-06,48,2.1,Active
702,William,Thomas,William Thomas,william.thomas@corp.com,corp.com,2023-06-25,Health promotion specialist,SALES,105000,Senior,5000,SALES,NORTH DEBORAH,CT,46716,1986-01-09,40,2.7,Active
703,David,Johnson,David Johnson,david.johnson@tech.com,tech.com,2020-11-27,"Optician, dispensing",IT,74000,Mid,5099,IT,NEW BETH,VT,44988,1999-09-24,26,5.2,Active
704,Sarah,Martin,Sarah Martin,sarah.martin@tech.com,tech.com,2020-04-27,"Pharmacist, community",MARKETING,75000,Mid,3012,N/A,HILLFURT,MO,78990,1989-09-29,36,5.8,Active
706,Edward,Patel,Edward Patel,edward.patel@corp.com,corp.com,2020-12-08,Administrator,MARKETING,45000,Junior,3054,N/A,GARCIAFORT,KS,47774,1967-12-09,58,5.2,Active
708,Gabriel,Campos,Gabriel Campos,gabriel.campos@analytics.com,analytics.com,2023-08-05,Tree surgeon,IT,55000,Mid,2096,IT,PORT BRIAN,NM,49742,1971-05-10,54,2.5,Active
711,Jonathan,Robbins,Jonathan Robbins,jonathan.robbins@corp.com,corp.com,2020-08-09,Clinical research associate,IT,45000,Junior,9039,IT,HEIDIHAVEN,WY,24429,2001-11-16,24,5.5,Active
712,Robin,Stewart,Robin Stewart,robin.stewart@tech.com,tech.com,2022-12-30,"Conservator, museum/gallery",MARKETING,225000,Senior,2068,MARKETING,JONATHANBURGH,NY,40269,1985-06-04,40,3.1,Active
713,Melissa,Robertson,Melissa Robertson,melissa.robertson@company.com,company.com,2023-02-28,Tour manager,MARKETING,55000,Mid,9068,MARKETING,NORTH STEVENFURT,AZ,16195,1978-05-21,47,3,Active
717,Jacqueline,Blair,Jacqueline Blair,jacqueline.blair@enterprise.com,enterprise.com,2021-11-10,Contractor,SALES,105000,Senior,5058,SALES,BROWNTON,NE,91867,1969-01-10,57,4.3,Active
719,Bryan,Willis,Bryan Willis,bryan.willis@enterprise.com,enterprise.com,2021-12-28,Electrical engineer,MARKETING,85000,Senior,3086,MARKETING,NEW HUNTER,VT,84465,1969-01-09,57,4.1,Active
721,Christopher,Martin,Christopher Martin,christopher.martin@company.com,company.com,2024-01-13,Social worker,ANALYTICS,65000,Mid,5088,ANALYTICS,NORTH DEANNAFORT,CO,63009,1970-04-10,55,2.1,Active
722,Ana,Thomas,Ana Thomas,ana.thomas@corp.com,corp.com,2020-09-16,"Scientist, audiological",ANALYTICS,105000,Senior,5099,ANALYTICS,MITCHELLBERG,NM,41814,2003-05-09,22,5.4,Active
723,Cheryl,Stevens,Cheryl Stevens,cheryl.stevens@analytics.com,analytics.com,2024-07-06,Lawyer,ANALYTICS,62100,Mid,9094,ANALYTICS,PORT KENNETHSTAD,NV,51233,1988-09-27,37,1.6,Active
724,Linda,Price,Linda Price,linda.price@tech.com,tech.com,2025-01-09,Commissioning editor,IT,90000,Senior,3075,N/A,N/A,PA,13997,1967-10-25,58,1.1,Active
729,Jose,Santiago,Jose Santiago,jose.santiago@analytics.com,analytics.com,2022-06-30,Claims inspector/assessor,HR,90000,Senior,5040,HR,N/A,NH,37590,1966-05-14,59,3.6,Active
730,Patricia,Jenkins,Patricia Jenkins,patricia.jenkins@enterprise.com,enterprise.com,2020-03-31,Structural engineer,SALES,225000,Senior,5015,SALES,NEW JESSICASHIRE,CO,27187,1969-08-19,56,5.9,Active
735,Clayton,Williams,Clayton Williams,clayton.williams@corp.com,corp.com,2022-11-05,Historic buildings inspector/conservation officer,N/A,62100,Mid,5002,N/A,N/A,NY,89291,1999-02-26,26,3.3,Active
736,James,Middleton,James Middleton,james.middleton@analytics.com,analytics.com,2022-02-26,Medical secretary,IT,95000,Senior,2027,IT,ASHLEYVILLE,AZ,69573,1974-04-18,51,4,Active
738,Nathan,Lawson,Nathan Lawson,nathan.lawson@corp.com,corp.com,2020-10-20,Physiological scientist,IT,65000,Mid,9033,N/A,ANDERSONBURGH,WA,84813,1982-02-15,44,5.3,Active
739,John,Oconnell,John Oconnell,john.oconnell@corp.com,corp.com,2024-05-25,Camera operator,SALES,55000,Mid,5011,SALES,NORTH WANDA,NJ,09958,2004-08-23,21,1.7,Active
741,Jason,Garcia,Jason Garcia,jason.garcia@corp.com,corp.com,2022-10-05,Quarry manager,SALES,105000,Senior,2035,SALES,EDWARDBOROUGH,VT,99500,1967-10-08,58,3.4,Active
748,Samuel,Freeman,Samuel Freeman,samuel.freeman@enterprise.com,enterprise.com,2025-08-07,"Teacher, special educational needs",IT,55000,Mid,3062,IT,AVERYSHIRE,AZ,73240,1987-01-05,39,0.5,Active
749,Antonio,Benson,Antonio Benson,antonio.benson@analytics.com,analytics.com,2023-04-12,Probation officer,HR,65000,Mid,9029,N/A,JACOBMOUTH,LA,35880,1983-01-31,43,2.9,Active
750,Linda,Shaw,Linda Shaw,linda.shaw@corp.com,corp.com,2024-02-24,Counsellor,N/A,75000,Mid,9041,N/A,N/A,MT,62104,1998-06-07,27,2,Active
752,Amanda,Hampton,Amanda Hampton,amanda.hampton@analytics.com,analytics.com,2021-08-25,Clinical psychologist,SALES,45000,Junior,2035,SALES,JAMESFURT,VT,59575,1970-07-18,55,4.5,Active
754,Valerie,Sweeney,Valerie Sweeney,valerie.sweeney@enterprise.com,enterprise.com,2025-08-03,Mining engineer,IT,105000,Senior,2032,IT,N/A,WY,96710,1998-09-19,27,0.5,Active
755,James,Stewart,James Stewart,james.stewart@corp.com,corp.com,2024-05-21,Licensed conveyancer,IT,105000,Senior,5059,IT,EAST SABRINABURGH,WY,91970,2004-10-12,21,1.7,Active
756,Dawn,Ball,Dawn Ball,dawn.ball@corp.com,corp.com,2022-11-30,"Social research officer, government",IT,85000,Senior,9084,IT,FORDTOWN,GA,92713,1996-06-01,29,3.2,Active
757,Jeffery,Sharp,Jeffery Sharp,jeffery.sharp@tech.com,tech.com,2021-06-08,Museum/gallery exhibitions officer,SALES,105000,Senior,3107,SALES,PORT JUSTINPORT,AS,42648,2000-07-09,25,4.7,Active
758,Kristina,Evans,Kristina Evans,kristina.evans@tech.com,tech.com,2021-02-24,Environmental manager,MARKETING,105000,Senior,3082,MARKETING,NORTH PAMELAVIEW,KY,13813,2003-12-03,22,5,Active
761,Matthew,Fitzpatrick,Matthew Fitzpatrick,matthew.fitzpatrick@enterprise.com,enterprise.com,2020-04-22,Graphic designer,N/A,105000,Senior,2036,N/A,KENNETHLAND,FM,63327,1968-01-07,58,5.8,Active
763,Wendy,Li,Wendy Li,wendy.li@analytics.com,analytics.com,2020-12-11,Mining engineer,MARKETING,62100,Mid,5046,MARKETING,PATRICIATOWN,MT,74027,1995-10-08,30,5.2,Active
764,Jimmy,Thomas,Jimmy Thomas,jimmy.thomas@company.com,company.com,2022-07-24,Seismic interpreter,MARKETING,45000,Junior,2075,MARKETING,THOMASBURY,KS,46440,1998-05-15,27,3.6,Active
766,Bonnie,Paul,Bonnie Paul,bonnie.paul@analytics.com,analytics.com,2023-04-19,"Surveyor, mining",IT,75000,Mid,9001,N/A,NEW ANNE,MO,41160,1999-12-09,26,2.8,Active
767,Dawn,Conner,Dawn Conner,dawn.conner@tech.com,tech.com,2025-11-20,Armed forces training and education officer,HR,105000,Senior,3141,HR,EAST ALEXALAND,AK,55349,1998-07-03,27,0.2,Active
768,Kimberly,Ingram,Kimberly Ingram,kimberly.ingram@company.com,company.com,2020-07-30,Teaching laboratory technician,ANALYTICS,85000,Senior,5012,N/A,JOHNSONMOUTH,OK,87981,2003-09-22,22,5.6,Active
770,Kurt,Schwartz,Kurt Schwartz,kurt.schwartz@company.com,company.com,2022-05-02,"Therapist, nutritional",N/A,74000,Mid,2068,N/A,BRADFORDPORT,MI,15747,1981-08-05,44,3.8,Active
772,Kevin,Lewis,Kevin Lewis,kevin.lewis@tech.com,tech.com,2022-01-22,Further education lecturer,IT,85000,Senior,2057,IT,NEW KELLIEMOUTH,PW,20682,1966-04-12,59,4.1,Active
774,James,Vargas,James Vargas,james.vargas@tech.com,tech.com,2021-03-17,Information systems manager,SALES,45000,Junior,3078,SALES,DELACRUZMOUTH,OK,80641,1992-07-09,33,4.9,Active
775,Timothy,Woods,Timothy Woods,timothy.woods@tech.com,tech.com,2021-10-19,Audiological scientist,N/A,65000,Mid,9050,N/A,MORGANSIDE,PA,33594,1996-08-15,29,4.3,Active
776,Lucas,Castro,Lucas Castro,lucas.castro@tech.com,tech.com,2020-01-16,Control and instrumentation engineer,IT,65000,Mid,5018,IT,N/A,RI,61221,1976-04-04,49,6.1,Active
780,Jessica,Harris,Jessica Harris,jessica.harris@corp.com,corp.com,2020-10-30,Meteorologist,HR,105000,Senior,5070,HR,PORT IANFURT,MO,79910,1997-02-01,29,5.3,Active
784,John,Rodriguez,John Rodriguez,john.rodriguez@analytics.com,analytics.com,2021-04-19,Nature conservation officer,N/A,62100,Mid,5073,N/A,LAKE DEBORAH,MT,19999,1970-03-16,55,4.8,Active
785,Miguel,Petty,Miguel Petty,miguel.petty@company.com,company.com,2023-09-25,Recycling officer,ANALYTICS,65000,Mid,2063,ANALYTICS,NEW LISA,CA,31998,1968-01-26,58,2.4,Active
787,Stephen,Sutton,Stephen Sutton,stephen.sutton@company.com,company.com,2020-11-03,Building control surveyor,ANALYTICS,85000,Senior,2047,ANALYTICS,AMANDABERG,MS,24171,1988-09-24,37,5.3,Active
788,Michelle,Cook,Michelle Cook,michelle.cook@tech.com,tech.com,2021-11-06,Logistics and distribution manager,HR,85000,Senior,2087,HR,EAST YESENIA,ND,44288,1979-12-05,46,4.3,Active
789,Brett,Jackson,Brett Jackson,brett.jackson@company.com,company.com,2020-03-25,Equality and diversity officer,HR,45000,Junior,5077,HR,WEST JONATHAN,OK,05802,1979-12-02,46,5.9,Active
790,Mary,Curry,Mary Curry,mary.curry@enterprise.com,enterprise.com,2024-09-20,Investment analyst,N/A,75000,Mid,9046,N/A,N/A,NY,81266,1985-11-26,40,1.4,Active
793,Kimberly,Morales,Kimberly Morales,kimberly.morales@analytics.com,analytics.com,2020-09-15,Charity fundraiser,N/A,74000,Mid,9005,N/A,N/A,FM,44155,1990-01-26,36,5.4,Active
794,Ashley,Warner,Ashley Warner,ashley.warner@company.com,company.com,2022-12-14,"Production assistant, radio",IT,55000,Mid,9063,N/A,EAST JOCELYN,SD,77990,1966-04-05,59,3.2,Active
798,Matthew,Oneal,Matthew Oneal,matthew.oneal@analytics.com,analytics.com,2020-03-01,Occupational hygienist,SALES,55000,Mid,2085,N/A,FRAZIERTOWN,FL,77948,1974-12-13,51,6,Active
799,Drew,Alvarado,Drew Alvarado,drew.alvarado@analytics.com,analytics.com,2020-06-29,"Education officer, community",HR,55000,Mid,5080,HR,SOUTH THOMAS,MS,84568,1984-11-26,41,5.6,Active
800,Christian,Smith,Christian Smith,christian.smith@company.com,company.com,2023-11-12,"Runner, broadcasting/film/video",MARKETING,75000,Mid,5058,N/A,WEST BROOKE,SD,66031,1985-06-03,40,2.3,Active
802,Jennifer,Walls,Jennifer Walls,jennifer.walls@corp.com,corp.com,2020-06-04,Rural practice surveyor,IT,45000,Junior,3117,IT,NELSONFURT,MA,93673,1971-01-10,55,5.7,Active
803,Kimberly,Rodriguez,Kimberly Rodriguez,kimberly.rodriguez@tech.com,tech.com,2024-04-12,Careers information officer,HR,45000,Junior,5065,HR,N/A,TN,42473,1992-09-08,33,1.9,Active
805,Rebecca,Garza,Rebecca Garza,rebecca.garza@company.com,company.com,2023-10-08,Chiropodist,ANALYTICS,75000,Mid,2072,N/A,EAST DIANA,ID,38862,1978-05-23,47,2.4,Active
806,Michaela,Turner,Michaela Turner,michaela.turner@company.com,company.com,2024-01-10,Cabin crew,HR,62100,Mid,9067,HR,LAKE CRYSTALVILLE,LA,73241,1977-07-17,48,2.1,Active
808,Brian,Munoz,Brian Munoz,brian.munoz@tech.com,tech.com,2019-12-10,Fitness centre manager,IT,75000,Mid,2035,IT,ALEXANDRABOROUGH,WV,91860,1988-01-13,38,6.2,Active
809,Brittany,Buchanan,Brittany Buchanan,brittany.buchanan@enterprise.com,enterprise.com,2023-10-17,Commercial/residential surveyor,ANALYTICS,105000,Senior,5037,ANALYTICS,WEST HANNAH,CO,66033,1979-01-12,47,2.3,Active
810,Heather,Ibarra,Heather Ibarra,heather.ibarra@analytics.com,analytics.com,2020-08-02,Equities trader,MARKETING,45000,Junior,5070,MARKETING,N/A,OK,95508,1970-04-17,55,5.6,Active
811,Jeremiah,Melendez,Jeremiah Melendez,jeremiah.melendez@corp.com,corp.com,2021-07-01,Microbiologist,N/A,45000,Junior,5097,N/A,EAST JAMESBURGH,AK,31864,1988-05-21,37,4.6,Active
812,Kathy,Johnson,Kathy Johnson,kathy.johnson@enterprise.com,enterprise.com,2021-03-30,Tour manager,ANALYTICS,95000,Senior,3132,ANALYTICS,HUNTERVIEW,AZ,20419,1992-01-13,34,4.9,Active
813,Crystal,Garcia,Crystal Garcia,crystal.garcia@company.com,company.com,2023-10-12,Naval architect,MARKETING,65000,Mid,3025,N/A,EAST MONICA,VI,11434,1966-05-31,59,2.4,Active
815,Stephen,Young,Stephen Young,stephen.young@corp.com,corp.com,2023-08-24,"Engineer, building services",N/A,74000,Mid,3067,N/A,WEST KRISTINTOWN,AR,23351,1985-08-29,40,2.5,Active
817,Carlos,Martin,Carlos Martin,carlos.martin@company.com,company.com,2020-04-07,Applications developer,IT,85000,Senior,2050,IT,SHARPSHIRE,NJ,17429,1999-08-04,26,5.9,Active
820,Duane,Ayala,Duane Ayala,duane.ayala@analytics.com,analytics.com,2020-07-26,"Psychologist, prison and probation services",ANALYTICS,95000,Senior,2052,N/A,SOUTH MANUELFORT,VT,30854,1994-05-02,31,5.6,Active
822,Christopher,Lambert,Christopher Lambert,christopher.lambert@enterprise.com,enterprise.com,2020-11-22,Legal secretary,HR,90000,Senior,2052,HR,N/A,MH,31762,1975-04-10,50,5.2,Active
827,Jeremy,Rodriguez,Jeremy Rodriguez,jeremy.rodriguez@enterprise.com,enterprise.com,2023-08-01,Media planner,HR,90000,Senior,3036,HR,N/A,NE,17367,1976-10-14,49,2.6,Active
830,Crystal,Brown,Crystal Brown,crystal.brown@analytics.com,analytics.com,2021-08-28,Teaching laboratory technician,IT,74000,Mid,9025,N/A,TIMOTHYMOUTH,OH,46754,1997-01-06,29,4.5,Active
831,Beth,Fuentes,Beth Fuentes,beth.fuentes@company.com,company.com,2020-12-08,Materials engineer,MARKETING,95000,Senior,5088,MARKETING,EAST ANTONIO,WI,88321,1978-10-26,47,5.2,Active
834,Michael,Wells,Michael Wells,michael.wells@analytics.com,analytics.com,2020-09-02,"Surveyor, hydrographic",MARKETING,95000,Senior,9087,MARKETING,SOUTH TRACYTOWN,WI,50099,2001-02-24,25,5.5,Active
835,Kelly,Gonzalez,Kelly Gonzalez,kelly.gonzalez@enterprise.com,enterprise.com,2021-05-25,"Scientist, audiological",SALES,85000,Senior,3065,SALES,N/A,CA,62409,1997-04-17,28,4.7,Active
836,Katherine,Adams,Katherine Adams,katherine.adams@enterprise.com,enterprise.com,2021-08-05,Set designer,N/A,225000,Senior,5040,N/A,N/A,ID,87096,1995-10-02,30,4.5,Active
837,Gloria,Evans,Gloria Evans,gloria.evans@analytics.com,analytics.com,2021-05-12,Advice worker,IT,90000,Senior,5072,IT,BECKBOROUGH,WI,26094,1973-03-16,52,4.8,Active
838,Jason,Thomas,Jason Thomas,jason.thomas@analytics.com,analytics.com,2022-05-06,Tree surgeon,MARKETING,75000,Mid,2028,N/A,SPARKSLAND,NV,26974,1981-08-03,44,3.8,Active
839,Kathleen,Castro,Kathleen Castro,kathleen.castro@enterprise.com,enterprise.com,2023-07-22,English as a foreign language teacher,IT,225000,Senior,9060,IT,N/A,DE,59666,2000-02-08,26,2.6,Active
840,Juan,Dennis,Juan Dennis,juan.dennis@corp.com,corp.com,2025-01-11,Retail buyer,MARKETING,45000,Junior,5026,MARKETING,GARCIAFURT,AL,97187,1969-05-27,56,1.1,Active
