employee_id,first_name,last_name,email,hire_date,job_title,department,salary,manager_id,address,city,state,zip_code,birth_date,status
982,EMILY,Villarreal,emily.villarreal@tech.com,2021-10-05,Systems developer,Marketing,"$75,000",5096,"9744 Allison Knolls Suite 234 Sheilashire, WA 42748",,WV,69053,1978-09-15,Active
495,DAVID,jordan,david.jordan@corp.com,2024-05-05,Gaffer,it,"$105,000",3089,"7580 Vincent Mews Apt. 909 West Debraville, ME 57985",North Jefferyland,HI,48462,1999-02-11,Active
612,Jessica,Rivera,jessica.rivera@company.com,2025-01-30,Research scientist (physical sciences),HR,"$45,000",3056,"207 Prince Isle Thomastown, OK 25541",Johnport,IN,56556,1975-10-21,Active
28,Alexis,baker,alexis.baker@corp.com,2020-11-03,Theme park manager,HR,"$105,000",5013,,Marieport,MH,38987,1982-10-05,Active
43,GEORGE,hicks,george.hicks@company.com,2021-10-27,Interior and spatial designer,HR,"$95,000",,"068 Spencer Mount Suite 616 Lindafort, MA 85565",,OH,22966,1997-02-27,Active
102,wesley,farrell,wesley.farrell@tech.,2020-07-07,"Scientist, audiological",Analytics,"$225,000",9040,"11267 Hernandez Courts Janiceview, IN 09065",Lake Jennifer,MS,34754,1971-05-29,Active
1566,lindsay,miller,lindsay.miller@analytics,2019-11-22,Ceramics designer,Analytics,"$74,000",3064,"13602 Robert Port Apt. 011 Jamesside, RI 83957",West Angelaton,NE,92948,1997-06-01,Active
2115,Adam,stewart,adam.stewart@company.com,2019-05-03,"Chemist, analytical",HR,"$225,000",5094,"3569 Velazquez Corner Mcintoshside, NV 69409",New Amy,WV,22624,1975-10-02,Active
2635,April,Fisher,april.fisher@corp.com,2023-12-24,Public librarian,SALES,"$225,000",3127,"600 Shane Inlet Port Reginaborough, MT 19511",,MP,54524,2004-11-17,Active
2510,JESSICA,estrada,jessica.estrada@tech.com,2020-05-04,Public relations account executive,,65000,2072,,Nobleland,LA,01315,1985-12-06,Active
956,megan,wilkins,megan.wilkins@analytics.com,2020-06-01,"Development worker, international aid",SALES,"55,000",,"17377 Jesse Isle North Brian, KS 44667",,SC,44738,1997-10-04,Active
2821,SAMUEL,walters,samuel.walters@corp.com,2020-10-20,Telecommunications researcher,Marketing,"$225,000",,"83987 Carol Gateway Apt. 596 Michelleport, PR 62869",,VA,25330,1996-02-20,Active
128,JEREMIAH,jones,jeremiah.jones@analytics.com,2025-01-13,Theatre manager,it,"$74,000",,"362 Carol Mill Stacieland, PR 96593",West Matthewville,KY,69901,2001-07-11,Active
1553,kelly,garcia,kelly.garcia@tech.com,2023-08-13,"Designer, blown glass/stained glass",SALES,"$225,000",3082,,,NV,96067,2002-08-21,Active
101,Catherine,davis,catherine.davis@tech.com,2023-06-18,"Sales professional, IT",SALES,"$45,000",2031,USCGC Nelson FPO AP 47194,Morenoborough,FM,89572,1989-07-08,Active
2292,Kristin,Ward,kristin.ward@enterprise.com,2023-11-28,"Secretary, company",Analytics,65000,9083,"90643 Cruz Stravenue North Xaviermouth, MH 78379",,ME,90917,2002-10-20,Active
526,JEREMY,Cardenas,jeremy.cardenas@corp.com,2020-02-29,Health physicist,Analytics,"$105,000",9001,Unit 7475 Box 9297 DPO AA 42518,Lake Kimberlystad,IA,37125,1990-03-07,Active
2219,brian,THOMAS,brian.thomas@tech.com,2020-04-17,"Lecturer, further education",Marketing,"$74,000",,,Lake Christopher,NC,35233,1965-08-01,Active
1181,benjamin,VEGA,benjamin.vega@tech.com,2023-07-09,"Nurse, adult",HR,,9064,,East Jessica,DE,72983,1981-04-13,Active
434,Carmen,Williams,carmen.williams@company.com,2020-01-19,Retail manager,HR,"$74,000",3139,"80860 Gill Bypass Suite 772 Port Tinaburgh, VI 24913",Port Lynnville,GU,95227,1968-11-06,Active
906,JOSHUA,Jones,joshua.jones@enterprise.com,2020-04-03,Toxicologist,IT,,5000,"57498 Ayala Alley Suite 803 Lake Christine, PA 40821",,IL,44722,2004-06-30,Active
76,mark,Sullivan,mark.sullivan@analytics.com,2023-07-31,Seismic interpreter,,$90000,2007,"17053 Smith Mountains North Joseph, GA 85706",Adambury,AS,23689,1992-09-30,Active
942,matthew,WILSON,MATTHEW.WILSON@ANALYTICS.COM,2020-10-24,Race relations officer,HR,"55,000",3045,"7860 Norman Junctions Apt. 251 Davidfort, MN 24805",South Martinfurt,CT,16326,1990-10-06,Active
127,DAVID,MURRAY,david.murray@enterprise.com,2025-04-18,Advertising art director,,"$62,100",2088,"1329 Roberts View Suite 667 South Adamport, GA 65212",Reedhaven,NC,36914,1971-12-14,Active
772,kevin,LEWIS,kevin.lewis@tech.com,2022-01-22,Further education lecturer,it,"$85,000",2057,"77419 Christopher Station Suite 846 New Joseph, NJ 02523",New Kelliemouth,PW,20682,1966-04-12,Active
2959,andrew,miller,andrew.miller@enterprise.com,2024-05-27,"Producer, television/film/video",SALES,65000,3144,"8303 Cynthia Viaduct Suite 611 Michaelfort, AK 98155",Lake Jessica,PR,96366,1985-06-16,Active
24,regina,key,regina.key@enterprise.com,2021-09-01,Graphic designer,it,"$225,000",3108,"093 David Pines Laurenport, CT 42338",Smithhaven,NM,32443,1987-06-14,Active
1584,JEREMY,hines,jeremy.hines@company.com,2020-11-09,Broadcast journalist,SALES,"$85,000",9038,,Tannerhaven,ME,48596,1992-08-22,Active
1132,kimberly,Hall,kimberly.hall@company.com,2022-03-03,"Education officer, community",Marketing,"$75,000",2090,,Jamesburgh,GA,93135,1968-07-01,Active
2771,christopher,Palmer,CHRISTOPHER.PALMER@ANALYTICS.COM,2020-04-11,Tourist information centre manager,IT,"$62,100",3100,"25696 Lisa Road East Johnhaven, NV 12468",New Timothy,NV,68776,1993-06-16,Active
653,mary,sherman,mary.sherman@analytics.com,2021-06-03,Risk manager,Marketing,"$74,000",5091,"7072 Lauren Camp New Dan, NV 03260",New Samuelland,NY,75119,1977-05-11,Active
378,Seth,Walker,seth.walker@analytics.com,2021-09-05,Chartered management accountant,it,,9042,"66272 Jessica Rapids Thomashaven, IN 59651",Hawkinston,AK,31524,1972-05-28,Active
2179,Matthew,Lucas,MATTHEW.LUCAS@COMPANY.COM,2023-09-26,Manufacturing systems engineer,HR,,5001,USCGC Cruz FPO AA 17369,North Mitchell,KY,84472,1967-07-03,Active
2332,DARRYL,White,DARRYL.WHITE@TECH.COM,2024-03-31,IT technical support officer,,"$74,000",5034,"677 Davis Inlet Suite 046 Michaelside, ID 29828",Sotoberg,NY,70231,1991-05-25,Active
1979,RICHARD,Cook,richard.cook@tech.com,2021-04-21,Actor,,"$225,000",2098,"72117 Joseph Shoal Seantown, AZ 54117",Jenniferville,AR,94711,1997-07-06,Active
1958,MICHAEL,Cline,michael.cline@company,2021-10-11,Chief Technology Officer,SALES,"$45,000",9100,Unit 1118 Box 4152 DPO AP 29547,Port Brandon,PW,90187,1965-08-22,Active
870,michelle,elliott,michelle.elliott@corp.com,2019-04-15,Communications engineer,HR,"$45,000",,,North Rebeccaville,TN,06320,1971-02-02,Active
1722,WILLIAM,watson,WILLIAM.WATSON@TECH.COM,2024-04-04,Comptroller,HR,,2060,"02864 Joseph Glens Apt. 995 Combston, WI 26166",South Stephanieport,GU,47214,1998-02-07,Active
581,Wayne,tate,WAYNE.TATE@CORP.COM,2021-12-17,Actor,SALES,"55,000",2047,"185 Natalie Hill Apt. 370 Walterfurt, MO 60707",Emilybury,MD,88761,1983-10-02,Active
440,Samuel,Marsh,samuel.marsh@analytics,2020-08-10,Speech and language therapist,Analytics,,,"PSC 2977, Box 8204 APO AE 43436",,ID,78316,1966-03-16,Active
2712,KRISTY,bell,KRISTY.BELL@CORP.COM,2025-02-25,Insurance account manager,SALES,"$105,000",5061,,,AL,89452,1974-04-20,Active
1109,Julie,Giles,julie.giles@tech.com,2020-07-21,Dentist,IT,65000,9083,"30835 Thomas Mountain Suite 151 West Katherineville, MA 91112",,VI,39877,1978-03-22,Active
603,Todd,Anderson,todd.anderson@company.com,2026-11-03,Proofreader,SALES,$90000,2013,"6550 Tiffany Squares Smithville, MA 51124",Port Michaelland,IA,63260,1999-05-07,Active
2430,LAUREN,FISHER,LAUREN.FISHER@ENTERPRISE.COM,2021-09-16,Radio broadcast assistant,IT,"$74,000",5048,"35349 Jared Place West Beverly, NC 51808",West Saraside,OH,76075,1983-04-12,Active
2798,dennis,EVERETT,dennis.everett@company.com,2023-08-11,Environmental education officer,IT,"$74,000",3007,"367 Jessica Expressway Apt. 605 Richardborough, DC 13325",South Diana,FL,85818,2001-07-05,Active
2431,david,Osborne,DAVID.OSBORNE@CORP.COM,2023-03-12,"Scientist, water quality",Marketing,"$85,000",9037,"483 Mark Canyon Suite 881 New John, KY 56641",Kelseytown,UT,67601,1982-11-06,Active
1032,lindsey,Taylor,lindsey.taylor@analytics.com,2023-11-20,Research scientist (maths),IT,"$225,000",,,,ID,82680,1966-04-21,Active
648,jennifer,alvarez,JENNIFER.ALVAREZ@CORP.COM,2022-05-14,Retail manager,Marketing,"$74,000",9038,"378 Catherine Mall Suite 082 North Kathleen, VT 94822",North Richardview,NM,11848,1987-05-31,Active
1161,PAUL,PHILLIPS,paul.phillips@corp,2023-12-27,Cabin crew,SALES,"$74,000",,Unit 2135 Box 9282 DPO AP 82559,Joshuaburgh,AS,37658,1980-03-12,Active
1120,Bryan,ALLEN,bryan.allen@enterprise.com,2024-01-05,Herpetologist,HR,"$75,000",9073,,,CO,07771,1991-07-16,Active
2592,Brian,taylor,brian.taylor@analytics.com,2024-05-29,"Engineer, automotive",Marketing,,3146,Unit 6284 Box 0249 DPO AE 85012,Natashashire,ME,67187,1976-01-16,Active
697,joe,walsh,JOE.WALSH@CORP.COM,2021-07-07,Theatre manager,IT,"$75,000",5019,"08428 Reed Flat Apt. 407 Port Jose, MA 02386",Camacholand,VT,63678,1985-08-05,Active
106,Debra,Dillon,debra.dillon@analytics.com,2020-02-20,"Administrator, education",SALES,65000,,"50829 Khan Locks Floydfort, GA 52032",North Heather,WA,81069,1990-11-13,Active
1126,kayla,Cox,kayla.cox@corp.com,2021-02-17,"Librarian, academic",SALES,"$225,000",,,Ronaldmouth,SD,27944,1997-06-13,Active
988,JILL,WATSON,jill.watson@company.com,2026-02-18,Communications engineer,Analytics,"55,000",,"3295 Krueger Roads Denisefurt, TX 61309",Alexandertown,UT,98750,1975-05-04,Active
2785,John,stanley,john.stanley@tech.com,2020-06-27,"Exhibitions officer, museum/gallery",Marketing,"55,000",,USNV Roberson FPO AA 86191,,TX,77318,1993-02-27,Active
1075,MAKAYLA,Perez,makayla.perez@tech.com,2020-11-04,Outdoor activities/education manager,Marketing,"$225,000",2062,,East Sandra,NJ,79100,1973-10-28,Active
2158,tammy,Henderson,tammy.henderson@enterprise.com,2023-11-28,Accounting technician,IT,"$225,000",3117,"361 Kristen Mills Williamton, ID 69450",Sawyerbury,NV,13033,1970-05-20,Active
2098,CONNIE,PEREZ,connie.perez@corp.com,2021-10-11,"Conservation officer, nature",HR,"55,000",2002,"28663 Kline Streets Suite 801 Jamesmouth, NC 51534",Port Theresashire,WI,69028,1981-04-30,Active
148,samuel,Miller,samuel.miller@analytics,2024-12-25,Manufacturing engineer,,65000,9033,"06645 Ashley Ports Apt. 543 South Angelfort, AL 33560",Hammondtown,GA,33866,1967-02-02,Active
985,samantha,long,samantha.long@company.com,2024-09-23,Town planner,Marketing,$90000,3113,,Millerton,RI,07410,1986-01-21,Active
2166,Steven,JONES,steven.jones@tech.com,2027-05-29,"Civil engineer, consulting",,$90000,2013,"982 Katelyn Dam Apt. 198 Hernandezchester, OK 12090",Port Emily,SC,75275,1990-04-14,Active
524,Steven,sellers,STEVEN.SELLERS@ENTERPRISE.COM,2024-08-17,Graphic designer,,"$225,000",,"4785 Jeffrey Place Apt. 691 Kellerfurt, OK 95191",,GA,52758,2004-07-10,Active
1642,Leah,ELLIS,LEAH.ELLIS@CORP.COM,2023-11-28,"Optician, dispensing",SALES,"$105,000",3083,"529 Denise Rest Alexiston, FM 78432",Katiefurt,TX,71753,1967-10-03,Active
2937,mark,HOUSTON,MARK.HOUSTON@TECH.COM,2023-03-19,Recycling officer,IT,"$95,000",,"07011 Webster Shores Apt. 854 Mccannport, NC 80143",,WY,17365,1970-07-24,Active
665,Edwin,Munoz,edwin.munoz@tech.com,2024-12-29,Music tutor,Marketing,"$62,100",2076,"4918 Christine Cliffs Port Lori, KS 47456",Paulborough,OR,58424,1969-10-29,Active
2340,Bradley,Murray,bradley.murray@corp,2020-03-02,Passenger transport manager,,65000,9090,"4928 Tasha Street East Samantha, WY 51670",West Michaelchester,AL,31063,1970-06-15,Active
2338,jennifer,Davis,jennifer.davis@corp.com,2021-04-27,Theme park manager,Marketing,"$85,000",2057,,Port Austin,KS,03769,1974-04-28,Active
2934,ANNE,Jackson,ANNE.JACKSON@COMPANY.COM,2024-02-13,"Civil engineer, consulting",it,"$45,000",2053,"07987 Jennifer Fields Johnstonmouth, MT 52264",Dudleychester,NM,19612,1999-05-28,Active
649,ronald,Hooper,ronald.hooper@analytics.com,2020-02-09,"Therapist, horticultural",it,"$225,000",9049,"78972 Deborah View Genefurt, UT 60269",Bairdmouth,GU,99602,1972-05-07,Active
2693,ALEXANDER,RODRIGUEZ,alexander.rodriguez@corp.com,2022-10-08,Tree surgeon,it,"$45,000",2064,"05379 Mejia Street Murrayburgh, MH 75234",East Melaniestad,NC,87974,1967-06-16,Active
2450,JOHN,fuller,john.fuller@analytics.com,2024-06-11,Air broker,SALES,,3085,"995 Shawn Ridge New Christopher, TN 55469",,ID,73432,1994-06-23,Active
1654,natasha,King,natasha.king@corp.com,2020-03-10,Civil Service fast streamer,SALES,$90000,9083,"35300 Samantha Isle Suite 082 New Michael, VI 85470",West Carrieland,GA,51853,1977-11-26,Active
2477,tiffany,levine,tiffany.levine@enterprise.com,2023-01-05,Archaeologist,Analytics,"$225,000",5031,"2861 Garcia Mission Jacquelineland, OK 12239",New Garrettchester,HI,31988,1999-01-06,Active
179,Robert,boyd,robert.boyd@analytics.com,2021-11-19,"Designer, jewellery",,"$85,000",9034,,East Bryanberg,NE,71218,1990-10-27,Active
1912,TINA,Jackson,tina.jackson@analytics,2023-07-31,Diagnostic radiographer,HR,,9075,"PSC 6649, Box 8749 APO AE 68849",Lake Joshuatown,NE,97778,1970-07-20,Active
2957,ashley,lee,ashley.lee@corp.com,2021-10-16,"Development worker, international aid",SALES,"$74,000",2082,"67773 Pennington Ports Suite 525 South Matthewmouth, OR 78881",Beckton,NM,24799,2002-08-06,Active
1494,LISA,martin,lisa.martin@tech.,2020-11-07,"Engineer, structural",HR,$90000,2020,"72791 Kathleen Spring Suite 264 Mooreburgh, MP 62904",Myersmouth,MO,50631,1998-09-14,Active
1624,Michael,aguirre,michael.aguirre@tech.com,2025-01-23,Quality manager,HR,"$74,000",2017,"058 Ryan Road Apt. 285 East Alex, CT 95494",,MO,92635,1968-05-01,Active
273,Dawn,Dunn,DAWN.DUNN@ENTERPRISE.COM,2021-10-30,Contractor,Marketing,$90000,2020,"12038 Kimberly Fords Suite 887 Cynthiamouth, TX 04338",,WV,28163,1976-06-13,Active
1957,RANDY,Liu,randy.liu@analytics.com,2022-04-09,Teaching laboratory technician,SALES,$90000,,"2559 Eric Via West Darren, ID 71050",,MA,08956,1998-11-24,Active
259,CHASE,blackwell,chase.blackwell@tech.com,2020-10-03,Commercial horticulturist,SALES,"$85,000",,"8361 Deborah Mountains North Debraton, IA 95477",Bennettborough,MA,92296,1980-03-12,Active
1644,brian,GONZALEZ,BRIAN.GONZALEZ@CORP.COM,2022-01-18,Land/geomatics surveyor,Marketing,"$95,000",3042,"15773 Barrett Knoll Apt. 773 Hansenshire, WI 91393",,IN,51670,1980-03-28,Active
2844,Cheryl,RAMIREZ,CHERYL.RAMIREZ@CORP.COM,2020-10-02,Structural engineer,IT,"$74,000",,"3488 Jessica Place Apt. 971 Bakershire, AZ 93556",West Jenniferstad,ME,61132,1997-12-05,Active
786,ian,brown,ian.brown@corp,2021-09-16,Medical sales representative,,"$225,000",2068,,Marcfort,IA,91096,1991-02-07,Active
532,JESSE,DANIELS,jesse.daniels@analytics.com,2021-03-01,Quality manager,,"$62,100",2077,"7017 Williams Estates Apt. 436 New Ana, NM 07904",Christinechester,UT,70142,1997-11-10,Active
1966,emily,jackson,emily.jackson@company.com,2020-06-09,"Conservator, furniture",Marketing,"$62,100",3082,"02634 Wagner Stravenue Suite 322 Taraport, SC 04224",Pamelaport,MP,48833,1972-01-03,Active
1817,BRITTANY,wilkinson,brittany.wilkinson@enterprise.com,2023-08-06,"Designer, textile",it,"55,000",3125,"427 Wallace Station Suite 221 Pattersonville, AK 82356",North Luis,MT,47242,1985-08-05,Active
2725,DAVID,Wallace,DAVID.WALLACE@TECH.COM,2023-11-10,"Engineer, production",it,65000,,,East Thomas,WA,09941,1966-04-13,Active
1348,Luis,jones,luis.jones@tech.com,2019-10-31,Landscape architect,HR,"$74,000",,"59890 Susan Oval Suite 394 Andrewsberg, NY 65537",Riveraville,NE,37713,2000-05-15,Active
53,thomas,jones,thomas.jones@tech.com,2020-10-03,Osteopath,Analytics,"$45,000",3125,"261 Smith Key Suite 931 Emilyfort, NY 76631",New Walter,FM,89327,1985-01-13,Active
1233,michelle,Graves,michelle.graves@enterprise.com,2022-04-17,Architect,it,"$85,000",5099,"58898 Michael Keys Lake Amandachester, PR 35210",East Elizabethport,ME,19365,2000-02-27,Active
2352,david,johnson,david.johnson@corp.com,2020-03-24,"Conservator, museum/gallery",Analytics,65000,9016,"17898 Michael Estates Apt. 427 Brianaborough, WA 44001",Jamesville,AR,80286,1971-02-11,Active
2059,leon,KIM,leon.kim@enterprise.com,2021-11-07,Music therapist,SALES,"55,000",2073,"6589 Baker Cliff Apt. 621 Davidfurt, FL 25645",Breannaland,CA,95498,1983-11-18,Active
2240,Christina,valdez,christina.valdez@company,2024-08-07,"Accountant, chartered",Marketing,,3072,"561 Vargas Heights Adamside, VI 13404",Erinport,PR,81436,2003-12-07,Active
504,robert,Garner,robert.garner@analytics.com,2021-03-19,"Secretary, company",Marketing,"$45,000",,"654 Baker Loop East Nicole, AL 23840",Heatherburgh,VI,33630,1965-08-16,Active
29,Amy,taylor,amy.taylor@company.,2026-03-09,"Engineer, communications",IT,"$95,000",5041,"9909 Albert Cliff Suite 626 Alvarezbury, AL 13837",East Kelli,LA,99562,1981-06-30,Active
588,eric,WOOD,eric.wood@corp.com,2020-09-25,Management consultant,SALES,"$85,000",5034,"9634 Erik Hills Lake Ryan, IN 27465",Johnsonton,TN,83701,1967-05-06,Active
1583,BRANDON,mcdonald,brandon.mcdonald@corp,2023-08-22,Community development worker,Analytics,"$62,100",,"94549 Renee Roads Apt. 712 Port Roybury, VT 95233",South Ruth,CT,27184,1991-08-23,Active
357,STEPHEN,WOODWARD,stephen.woodward@company.com,2022-06-08,Prison officer,IT,"55,000",,"9586 Thomas Ramp Lake Huntermouth, ID 68844",West Peter,GU,42138,1971-01-14,Active
872,Tiffany,mcdaniel,tiffany.mcdaniel@enterprise.com,2021-09-05,Community arts worker,SALES,"$75,000",9052,,,WI,63382,1969-08-27,Active
2396,maria,MASON,maria.mason@corp.com,2021-06-16,Amenity horticulturist,Marketing,"$45,000",3052,"49964 Farley Keys Suite 963 Lake Joshuaport, AR 84666",Lake Audrey,CT,58508,1981-10-17,Active
2474,Steven,White,steven.white@analytics.com,2020-03-31,Chartered accountant,,,2082,"212 Cameron Fields Fostermouth, DE 45041",Dawnton,AZ,61027,1992-03-20,Active
1826,VICTOR,Valenzuela,victor.valenzuela@corp.com,2020-09-09,Prison officer,HR,"$75,000",3099,,Drewshire,NY,62284,1972-02-12,Active
2048,Anthony,RODRIGUEZ,anthony.rodriguez@analytics.com,2021-02-28,Accommodation manager,Marketing,"$45,000",2075,"07580 Simmons Drives North Julie, AL 08490",,UT,10892,2004-03-24,Active
2457,samuel,welch,samuel.welch@company.com,2020-05-31,Learning mentor,it,"$105,000",,,,CO,59773,1972-08-05,Active
951,RICHARD,Smith,richard.smith@tech.com,2022-02-03,Mudlogger,it,65000,3049,"992 Kenneth Springs South Erinborough, VA 27821",North Michaelburgh,ID,70161,1987-08-03,Active
910,Tyrone,Cardenas,TYRONE.CARDENAS@COMPANY.COM,2022-10-10,"Engineer, petroleum",HR,65000,5086,,West Jonathantown,OH,09371,1996-11-09,Active
489,Zachary,LEWIS,zachary.lewis@corp.com,2020-02-19,Advertising copywriter,HR,"$85,000",3103,"75604 Ho Camp New Sean, OK 77661",New Michael,VT,15289,1984-12-21,Active
935,Elizabeth,Harrison,ELIZABETH.HARRISON@ANALYTICS.COM,2026-02-15,"Clinical scientist, histocompatibility and immunogenetics",HR,"$225,000",3076,"5400 Lyons Bridge Suite 907 Perkinsbury, WA 75758",North Annaside,WA,65666,1965-04-24,Active
704,Sarah,martin,sarah.martin@tech.com,2020-04-27,"Pharmacist, community",Marketing,"$75,000",3012,,Hillfurt,MO,78990,1989-09-29,Active
1830,karen,mcintosh,karen.mcintosh@analytics,2019-08-08,"Production assistant, radio",IT,"$75,000",3023,"0789 Johnson Tunnel Suite 387 Laurenview, GU 49452",,KY,90268,1974-12-15,Active
543,MARVIN,SELLERS,MARVIN.SELLERS@TECH.COM,2020-01-13,Chief Marketing Officer,IT,"$85,000",5095,"050 Graham Stravenue Apt. 756 Port Monica, GA 77826",South David,NM,06590,1996-03-17,Active
1302,isaac,Spencer,isaac.spencer@analytics.com,2020-12-28,Associate Professor,,"$95,000",5089,"17986 Evans Groves Suite 459 North Davidfort, WI 61061",South Christian,WA,48113,2001-10-07,Active
278,Michael,richardson,MICHAEL.RICHARDSON@ANALYTICS.COM,2023-05-04,Transport planner,SALES,"55,000",5069,"5671 Kevin Ranch Apt. 921 West Joan, GA 18203",Lake Emily,DC,55824,1970-10-31,Active
1141,michelle,wilson,michelle.wilson@tech.com,2023-12-25,Engineering geologist,,"$45,000",,"103 Moon Loop Apt. 908 Mariaborough, LA 49531",Port Markville,NJ,73195,1979-11-26,Active
2848,Priscilla,Spencer,priscilla.spencer@tech.com,2023-10-05,Chemical engineer,Marketing,"55,000",,"5089 Michelle Land Suite 674 Kevinland, MO 94595",Bryanview,VI,53754,1970-10-16,Active
1107,barbara,harvey,barbara.harvey@tech.com,2021-11-27,Sub,SALES,"$225,000",2073,,South Audrey,DE,38996,1974-11-13,Active
32,PHYLLIS,Palmer,PHYLLIS.PALMER@CORP.COM,2021-10-25,Event organiser,it,"$45,000",9099,"3365 Jennifer Circle Castroton, MA 26155",South Jennifer,ND,77295,1983-02-21,Active
2112,AMANDA,Griffin,amanda.griffin@corp.com,2023-03-02,Software engineer,SALES,,9033,"792 Montgomery Trail Suite 957 South Annburgh, AK 67342",Phillipsville,IL,19009,1966-01-04,Active
267,MARY,Ewing,MARY.EWING@ANALYTICS.COM,2024-02-14,"Doctor, general practice",Analytics,$90000,3106,"4174 Richardson Spring Apt. 919 Port Andreamouth, UT 37184",Port Stephanie,VA,27873,1972-05-07,Active
1072,amy,CALDWELL,amy.caldwell@enterprise.com,2021-10-31,Chief of Staff,IT,"$45,000",3145,"31301 Kevin Field Apt. 997 Millerborough, CT 14730",Port Jeffreyfort,NM,10602,1971-10-21,Active
2620,SARAH,watson,sarah.watson@tech.com,2019-11-22,Retail buyer,,,2040,,Tuckerview,ND,69050,1991-05-03,Active
2327,Keith,vasquez,keith.vasquez@corp.com,2020-07-14,"Copywriter, advertising",HR,$90000,3008,"81963 Tim Parkways Apt. 323 Maryborough, ID 47707",East Jason,MH,73027,1998-09-15,Active
936,Cheryl,montgomery,cheryl.montgomery@analytics.com,2021-12-19,Occupational psychologist,it,65000,3062,"517 Anderson Springs Apt. 553 Kristenfurt, CA 03358",,FM,40658,1981-03-16,Active
2722,Brenda,BEARD,BRENDA.BEARD@ENTERPRISE.COM,2020-04-23,Translator,it,$90000,2098,"1307 Scott Glen Suite 059 North Sarahshire, VT 51773",West David,MA,17157,1966-02-16,Active
2399,NICOLE,Luna,nicole.luna@analytics.com,2021-03-30,Oceanographer,HR,"$74,000",5040,"499 Jennifer Haven South Elizabeth, TX 47249",Sandraport,AK,35317,1990-04-16,Active
1390,martin,RICHARDS,martin.richards@company.com,2024-08-10,Illustrator,Analytics,65000,9004,,Lake Ronaldborough,WY,89258,1988-11-25,Active
2530,Tamara,reeves,tamara.reeves@analytics,2024-10-23,Clinical embryologist,it,"$105,000",3145,"4308 Walker Centers Apt. 480 Emilyside, MH 08609",West Johnside,WV,78808,1966-12-05,Active
952,jessica,robertson,jessica.robertson@enterprise.com,2025-12-30,"Scientist, product/process development",Analytics,"$75,000",2043,,South Brooke,IN,02271,1991-09-07,Active
1589,jimmy,valdez,jimmy.valdez@corp.com,2021-09-29,Radiation protection practitioner,SALES,"$85,000",5052,"15110 James Springs Suite 639 West Maryfort, OH 14974",Caseybury,MH,45255,1970-04-05,Active
2356,LINDA,BLACK,LINDA.BLACK@COMPANY.COM,2021-11-04,"Sound technician, broadcasting/film/video",,"$85,000",9050,"56428 Harry Falls Suite 209 New Amy, TX 87866",Lake Jeremiahhaven,AK,04668,1974-10-24,Active
2618,john,Patterson,john.patterson@company,2022-11-16,Farm manager,Marketing,"$95,000",2089,"235 Destiny Junctions Suite 570 Morganmouth, MS 98044",Zimmermanview,AS,73090,2002-06-06,Active
1272,SUSAN,ROSS,susan.ross@analytics.com,2020-10-07,Broadcast presenter,HR,"$74,000",,"32354 Ferguson Light Toniside, LA 32805",Nicoleland,MO,17683,1984-11-17,Active
1606,BETHANY,Cook,bethany.cook@enterprise.com,2022-12-11,Paediatric nurse,it,"$95,000",,,,VT,52986,1976-02-11,Active
958,karen,castillo,karen.castillo@analytics.com,2024-11-02,Data processing manager,SALES,"$225,000",5042,"3139 Gonzalez Ports Suite 164 Lake Elizabethport, MO 95925",,FM,05336,1984-10-23,Active
983,stephen,Yang,STEPHEN.YANG@CORP.COM,2020-08-24,"Merchandiser, retail",IT,"$85,000",2014,"3340 Mcclure Unions South Kaylafurt, PR 02788",New Lori,SD,62641,1985-07-08,Active
215,kelly,castro,kelly.castro@tech.com,2021-07-23,Exhibition designer,,"$85,000",,"79771 Caldwell Cliff North Cesarville, AR 15719",Stevenmouth,NV,81912,1996-05-16,Active
2039,Nicole,BALDWIN,nicole.baldwin@enterprise.com,2022-06-24,Academic librarian,it,65000,,"18702 Aaron Ports North Dawn, IA 70198",East Raymondton,FL,44810,1985-01-01,Active
1006,samantha,ALVAREZ,samantha.alvarez@company,2023-02-21,"Civil engineer, consulting",HR,"$62,100",2000,"497 Renee Meadows Apt. 944 West Jenniferhaven, FL 44151",West Shannonmouth,PA,19010,1981-12-30,Active
788,Michelle,cook,michelle.cook@tech.com,2021-11-06,Logistics and distribution manager,HR,"$85,000",2087,"7760 Ann Trail Suite 843 Jonesside, NE 85677",East Yesenia,ND,44288,1979-12-05,Active
54,JOSE,may,JOSE.MAY@CORP.COM,2024-11-04,Public relations account executive,Analytics,"$85,000",9062,"93648 Danielle Lodge Suite 942 Valdezview, SC 98657",Whitechester,TX,02203,2004-09-11,Active
2802,dustin,Kim,dustin.kim@company.com,2020-12-08,Hospital doctor,IT,"$225,000",9082,"7540 Julie Spur North Traci, NH 62830",Jennifertown,MH,71189,1966-09-25,Active
2051,ROBERT,lawrence,robert.lawrence@company.com,2021-03-06,Plant breeder/geneticist,Analytics,$90000,3102,"PSC 0961, Box 4458 APO AE 24236",Cainmouth,AS,41856,2000-02-22,Active
1684,Michelle,turner,michelle.turner@analytics.com,2023-03-12,Insurance broker,HR,"$225,000",,"52705 Kimberly Greens Apt. 146 East Ninatown, AS 51422",Jacksonside,OH,58790,1978-04-26,Active
